case_number,service_type,opened_date_time,support_plan,account_type,severity,technology_level_1,technology_level_2,technology_level_3,assignment_group,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,case_origination_day,case_origination_time,severity_change,age_of_account_days,life_time_invoice_usd,recurring_invoice_usd,case_duration_days,country
cs0002434,technical,8/23/2019,premium,subscription,3,level_1_1,level_2_12,level_3_8,group_2,0,4,98.2998,1027.7124,source_3,customer,weekday,prime_time,no,798.0831177,0,0,74.5878515,austria
cs0002435,technical,11/26/2018,standard,subscription,3,level_1_5,level_2_4,level_3_19,group_6,1,9,194.7828,11667.89253,source_5,employee,weekday,prime_time,no,,12977.37,,344.6081293,netherlands
cs0002436,technical,7/23/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,3,8.3664,384.3832,source_3,customer,weekday,non_prime_time,no,,,,105.8141594,germany
cs0002437,technical,5/15/2019,standard,payg,2,level_1_5,level_2_8,level_3_43,group_6,0,5,603.6162,2494.87992,source_3,customer,weekday,prime_time,no,,4010.13,,174.4874117,germany
cs0002438,,6/6/2018,basic,payg,4,,level_2_24,level_3_33,group_31,1,2,678.1332,339.0666,source_1,employee,weekday,prime_time,no,,1316.04,,517.6891131,india
cs0002439,non technical,5/7/2019,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,1,0.0498,0.0498,source_5,employee,weekday,non_prime_time,no,2480.083118,2457.65,,182.84262,australia
cs0002440,technical,11/1/2018,free,lite,4,level_1_2,level_2_24,level_3_49,group_3,1,4,1190.5164,1734.3,source_1,employee,weekday,prime_time,no,,,,369.0921108,india
cs0002441,technical,8/6/2019,free,lite,4,level_1_2,level_2_2,level_3_111,group_3,0,2,12.1332,849.0582,source_3,customer,weekday,non_prime_time,no,,,,92.05991169,kenya
cs0002442,technical,3/21/2019,free,lite,4,level_1_2,level_2_12,level_3_49,group_3,2,5,343.8162,2901.90324,source_3,customer,weekday,prime_time,no,,,,229.2028978,brazil
cs0002443,non technical,9/4/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,3,362.2998,946.2444,source_5,employee,weekday,prime_time,no,832.0831177,101548.71,3232.33,62.67755058,united kingdom
cs0002444,non technical,12/5/2018,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,2,0.1164,4856.4915,source_5,employee,weekday,non_prime_time,no,,0,,336.0593909,india
cs0002445,technical,11/10/2018,free,lite,4,level_1_2,level_2_20,level_3_59,group_3,0,6,490.2,132.9916,source_11,customer,weekend,prime_time,no,,,,360.0949464,netherlands
cs0002446,technical,5/6/2019,standard,payg,2,level_1_3,level_2_11,level_3_137,group_4,0,11,19.6332,272.1226909,source_5,customer,weekday,non_prime_time,no,1667.083118,978931.48,40826.24,184.0061848,united states of america
cs0002447,technical,9/26/2019,free,lite,4,level_1_2,level_2_2,level_3_145,group_3,0,3,44.6166,3023.85,source_3,customer,weekday,non_prime_time,no,,,,40.92514317,"china, hong kong sar"
cs0002448,non technical,1/8/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,38.2164,38.2164,source_10,customer,weekday,prime_time,no,,0,,301.1546339,united states of america
cs0002449,non technical,4/4/2019,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,7,18,9.9498,2010.737033,source_6,employee,weekday,prime_time,no,1988.083118,916111.04,16463.56,215.6028515,brazil
cs0002450,technical,9/16/2019,basic,payg,4,level_1_4,level_2_9,level_3_137,group_5,1,4,367.8162,1236.50415,source_3,customer,weekday,prime_time,no,884.0831177,33020.81,0,50.42766632,united states of america
cs0002451,,2/10/2018,basic,payg,4,,level_2_24,level_3_45,group_12,0,4,36548.8164,11537.71245,source_1,employee,weekend,prime_time,no,,0,,633.1519372,france
cs0002452,technical,2/13/2019,standard,subscription,2,level_1_4,level_2_9,level_3_29,group_5,1,7,1.1496,24.84754286,source_1,customer,weekday,prime_time,no,,2630.94,,265.5311848,united kingdom
cs0002453,non technical,3/28/2019,standard,subscription,4,level_1_7,level_2_20,level_3_23,group_13,0,2,444.5832,222.3666,source_3,customer,weekday,prime_time,no,,3117.73,,222.6564973,united kingdom
cs0002454,non technical,9/13/2018,standard,payg,2,level_1_7,level_2_20,level_3_23,group_13,1,2,560.2164,3139.2,source_10,customer,weekday,prime_time,no,,,,418.4726084,unspecified
cs0002455,technical,9/3/2019,basic,payg,4,level_1_6,level_2_21,level_3_137,group_7,1,10,71.6664,1600.2333,source_3,customer,weekday,prime_time,no,3016.083118,201705.02,5148.72,63.41312928,canada
cs0002456,non technical,2/8/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,0.0666,3.0081,source_5,employee,weekday,prime_time,no,,0,,270.5002126,united states of america
cs0002457,technical,7/19/2019,premium,payg,2,level_1_3,level_2_11,level_3_139,group_4,1,19,11.1828,442.8008526,source_5,customer,weekday,non_prime_time,no,1506.083118,21069034.27,421250.5,110.0583608,united states of america
cs0002458,non technical,1/14/2019,basic,payg,4,level_1_7,level_2_20,level_3_1,group_13,0,1,246.5496,246.5496,source_10,customer,weekday,prime_time,no,,,,295.4306177,unspecified
cs0002459,technical,9/4/2019,standard,subscription,4,level_1_4,level_2_9,level_3_36,group_5,3,6,8.1,410.9472,source_3,customer,weekday,prime_time,yes,,0,,62.41068715,italy
cs0002460,non technical,8/31/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,7470.6828,7470.6828,source_10,customer,weekday,prime_time,no,,,,431.7819024,unspecified
cs0002461,non technical,5/12/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,5773.5162,2888.2083,source_5,employee,weekend,prime_time,no,,,,177.1834534,unspecified
cs0002462,,10/5/2018,standard,subscription,3,,level_2_11,level_3_137,group_12,0,4,44.9832,1452.0375,source_5,employee,weekday,prime_time,no,800.0831177,13020.5,64,396.7745645,germany
cs0002463,non technical,6/24/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,13143.1332,13143.1332,source_10,customer,weekday,prime_time,no,,,,134.6544603,unspecified
cs0002464,non technical,2/8/2019,basic,payg,4,level_1_7,level_2_20,level_3_54,group_13,2,1,30996.633,30996.633,source_1,customer,weekday,non_prime_time,no,,-0.26,,270.8688353,united states of america
cs0002465,,5/21/2018,basic,payg,4,,level_2_11,level_3_79,group_12,0,8,363.3162,6389.98125,source_5,employee,weekday,prime_time,no,,0,,533.2275043,czech republic
cs0002466,non technical,12/18/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,22504.9998,22504.9998,source_1,customer,weekday,non_prime_time,no,,0,,322.9417057,united states of america
cs0002467,non technical,4/26/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,2,1109.3328,3514.2,source_3,customer,weekday,non_prime_time,no,,,,193.875039,australia
cs0002468,technical,4/17/2019,free,lite,4,level_1_2,level_2_2,level_3_135,group_3,0,10,40.533,1953.15996,source_3,customer,weekday,prime_time,no,,,,202.1610922,united states of america
cs0002469,non technical,2/9/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,3316.8498,3316.8498,source_10,customer,weekend,prime_time,no,,,,269.4718446,unspecified
cs0002470,technical,3/21/2019,free,lite,4,level_1_8,level_2_22,level_3_137,group_8,0,1,1338.9162,1338.9162,source_1,customer,weekday,prime_time,no,,,,229.3735112,egypt
cs0002471,non technical,8/21/2018,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,1561.5498,1561.5498,source_10,customer,weekday,non_prime_time,no,,,,441.9619487,unspecified
cs0002472,technical,1/9/2019,basic,subscription,3,level_1_1,level_2_6,level_3_79,group_2,1,1,986.1828,986.1828,source_1,customer,weekday,prime_time,yes,798.0831177,0,0,300.294958,netherlands
cs0002473,technical,4/11/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,9,606.2328,1266.018467,source_3,customer,weekday,prime_time,no,,,,208.5474001,brazil
cs0002474,technical,4/21/2019,free,lite,4,level_1_2,level_2_3,level_3_77,group_3,1,4,397.7664,177.1041,source_3,customer,weekend,prime_time,no,,,,198.4498075,united states of america
cs0002475,technical,7/2/2019,basic,subscription,3,level_1_6,level_2_11,level_3_137,group_7,0,6,1725.3666,2198.3777,source_5,customer,weekday,prime_time,yes,1170.083118,67484.22,1463.83,126.2631061,united states of america
cs0002476,technical,12/25/2018,free,lite,4,level_1_2,level_2_6,level_3_59,group_3,1,2,3287.3832,2297.7498,source_1,customer,weekday,non_prime_time,no,,,,315.8739858,india
cs0002477,non technical,7/31/2018,basic,lite,4,level_1_7,level_2_20,level_3_137,group_13,0,1,18853.6164,18853.6164,source_10,customer,weekday,prime_time,no,,,,462.0882682,argentina
cs0002478,non technical,9/6/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,338.7996,338.7996,source_10,customer,weekday,non_prime_time,no,,,,60.99867326,unspecified
cs0002479,technical,10/4/2018,standard,subscription,3,level_1_2,level_2_24,level_3_49,group_3,0,4,50.5998,4689.60825,source_11,customer,weekday,prime_time,no,798.0831177,21937.07,49.99,397.4647844,france
cs0002480,technical,9/22/2019,free,lite,4,level_1_2,level_2_20,level_3_59,group_3,1,8,2093.25,296.75625,source_3,customer,weekend,non_prime_time,no,,,,44.97211076,united states of america
cs0002481,technical,12/5/2018,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,1,,0,0,source_5,employee,weekday,prime_time,no,2165.083118,105292.49,2940.07,335.6786964,japan
cs0002482,technical,3/5/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,1,14.8332,14.8332,source_5,employee,weekday,prime_time,no,2764.083118,10157,0,245.7303631,united states of america
cs0002483,non technical,9/25/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,7.8,7.8,source_10,customer,weekday,prime_time,no,,,,406.6968446,unspecified
cs0002484,non technical,8/7/2019,free,lite,3,level_1_7,level_2_20,level_3_23,group_13,2,5,3086.7996,13118.05332,source_10,customer,weekday,prime_time,yes,,,,90.6428515,switzerland
cs0002485,technical,5/14/2019,basic,payg,4,level_1_6,level_2_11,level_3_137,group_7,0,2,1180.3662,694.5915,source_5,customer,weekday,prime_time,no,,0,,175.6813122,united states of america
cs0002486,technical,4/27/2018,free,payg,4,level_1_5,level_2_18,level_3_79,group_6,1,1,261456.6828,261456.6828,source_1,employee,weekday,prime_time,no,,0,,557.6530251,ireland
cs0002487,non technical,12/3/2018,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,30,0.0996,592.18722,source_5,employee,weekday,prime_time,no,,0,,337.3396223,india
cs0002488,technical,1/28/2019,basic,payg,2,level_1_4,level_2_9,level_3_29,group_5,1,3,27.6162,4073.1,source_3,customer,weekday,prime_time,yes,,0,,281.3852242,united states of america
cs0002489,non technical,9/30/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,441.183,441.183,source_10,customer,weekday,non_prime_time,no,,,,36.81382373,unspecified
cs0002490,non technical,12/7/2018,free,subscription,4,level_1_7,level_2_20,level_3_23,group_13,0,1,34.2666,34.2666,source_1,customer,weekday,non_prime_time,no,,2969.7,,333.8616247,japan
cs0002491,technical,10/11/2018,free,lite,4,level_1_9,level_2_24,level_3_31,group_9,0,1,449.2164,449.2164,source_11,customer,weekday,prime_time,no,,,,390.4954672,philippines
cs0002492,technical,6/26/2019,standard,subscription,2,level_1_2,level_2_2,level_3_59,group_3,0,8,3.183,339.0375,source_3,customer,weekday,prime_time,yes,,0,,132.2439858,chile
cs0002493,technical,6/26/2019,free,lite,4,level_1_4,level_2_9,level_3_51,group_5,1,2,81.483,40.8414,source_3,customer,weekday,prime_time,no,,,,132.6503631,india
cs0002494,non technical,10/22/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,114.033,114.033,source_3,customer,weekday,prime_time,no,,,,14.72804826,ukraine
cs0002495,technical,10/11/2018,standard,subscription,1,level_1_5,level_2_4,level_3_79,group_6,0,4,2.133,3030.1041,source_11,customer,weekday,prime_time,no,801.0831177,15020.25,531,390.5525043,united states of america
cs0002496,technical,6/27/2019,basic,payg,3,level_1_3,level_2_11,level_3_137,group_4,1,4,146.133,304.8999,source_5,customer,weekday,prime_time,yes,3554.083118,189953.49,1815.03,131.2119719,mexico
cs0002497,non technical,8/30/2019,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,1,0.0498,0.0498,source_5,employee,weekday,non_prime_time,no,2212.083118,106434.63,2077.52,68.01506215,singapore
cs0002498,non technical,5/10/2019,standard,payg,4,level_1_7,level_2_20,level_3_100,group_13,0,1,3797.85,3797.85,source_10,customer,weekday,prime_time,no,,,,179.3534418,unspecified
cs0002499,non technical,2/14/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,1,1,11376.4662,11376.4662,source_11,customer,weekday,prime_time,no,,,,629.3913932,united kingdom
cs0002500,non technical,11/4/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,4,5216.9832,1558.81245,source_10,customer,weekend,non_prime_time,no,,,,367.0103515,unspecified
cs0002501,technical,9/27/2019,basic,payg,4,level_1_8,level_2_22,level_3_137,group_8,0,4,1866.5328,4454.5332,source_3,customer,weekday,prime_time,no,,29219.81,,39.51846493,italy
cs0002502,technical,2/21/2019,standard,subscription,2,level_1_2,level_2_2,level_3_49,group_3,0,5,368.2164,1796.63664,source_1,customer,weekday,prime_time,no,,0,,257.5652358,south africa
cs0002503,technical,3/25/2019,basic,payg,3,level_1_6,level_2_11,level_3_137,group_7,0,6,2848.533,1057,source_5,customer,weekday,prime_time,yes,1953.083118,5411.61,106.11,225.5223654,united kingdom
cs0002504,technical,5/17/2019,basic,payg,4,level_1_6,level_2_15,level_3_137,group_7,0,2,217.9662,146.5332,source_3,customer,weekday,prime_time,no,,0,,172.7021802,united states of america
cs0002505,technical,7/4/2019,basic,payg,4,level_1_6,level_2_11,level_3_137,group_7,0,3,16.9332,29.8444,source_5,customer,weekday,prime_time,no,6267.083118,5457,107,124.4391594,united states of america
cs0002506,,8/3/2018,free,payg,4,,level_2_24,level_3_137,group_30,1,4,67.65,4264.0083,source_1,employee,weekday,prime_time,no,,107.57,,459.2852705,india
cs0002507,non technical,6/21/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,157195.4664,83453.4,source_1,employee,weekday,non_prime_time,no,,,,502.9878862,united states of america
cs0002508,technical,4/24/2019,basic,payg,4,level_1_1,level_2_12,level_3_8,group_2,0,4,370.4832,1729.4457,source_1,customer,weekday,prime_time,no,,,,195.2811848,united arab emirates
cs0002509,non technical,7/26/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,19587.9162,14567.3415,source_3,customer,weekday,prime_time,no,,0,,102.2712659,canada
cs0002510,technical,6/28/2019,premium,subscription,2,level_1_2,level_2_2,level_3_64,group_3,0,9,2.0664,480.5240667,source_3,customer,weekday,prime_time,no,,0,,130.223245,united states of america
cs0002511,technical,6/8/2019,basic,payg,4,level_1_4,level_2_9,level_3_29,group_5,1,8,95.3832,31.864575,source_3,customer,weekend,prime_time,no,896.0831177,3475.39,0,150.4993446,"china, hong kong sar"
cs0002512,non technical,10/28/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,1500.3498,1500.3498,source_1,employee,weekend,prime_time,no,,,,373.5311038,israel
cs0002513,technical,2/20/2019,standard,subscription,1,level_1_2,level_2_7,level_3_131,group_3,5,7,3.633,206.3261143,source_3,customer,weekday,non_prime_time,no,,2969.7,,258.9786848,japan
cs0002514,technical,9/16/2019,free,lite,4,level_1_4,level_2_9,level_3_51,group_5,0,2,49.8828,56.1915,source_3,customer,weekday,non_prime_time,no,,,,50.80782836,singapore
cs0002515,,5/25/2018,standard,subscription,4,,level_2_24,level_3_85,group_16,3,9,331.1832,4486.9296,source_1,employee,weekday,non_prime_time,no,,,,529.9366709,japan
cs0002516,non technical,12/13/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,26,0.0498,375.9602538,source_5,employee,weekday,non_prime_time,no,1286.083118,743328.09,15746.78,327.8610807,united arab emirates
cs0002517,technical,8/19/2018,free,lite,4,level_1_4,level_2_24,level_3_130,group_5,0,5,482.2332,811.1466,source_11,customer,weekend,prime_time,no,,,,443.4803515,romania
cs0002518,non technical,12/12/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,458.3664,458.3664,source_10,customer,weekday,non_prime_time,no,,0,,328.9436733,canada
cs0002519,non technical,9/26/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,1,2,2344.683,4865.925,source_10,customer,weekday,non_prime_time,no,,,,405.8238932,mexico
cs0002520,non technical,6/26/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,1272.8664,647.1666,source_10,customer,weekday,prime_time,no,,,,132.5871223,unspecified
cs0002521,technical,11/11/2018,basic,payg,4,level_1_4,level_2_24,level_3_61,group_5,2,7,963.2832,8150.785714,source_5,employee,weekend,prime_time,no,,0,,359.3871918,netherlands
cs0002522,non technical,5/28/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,8709.3,8709.3,source_3,customer,weekday,non_prime_time,no,,,,161.9472959,united states of america
cs0002523,non technical,10/8/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,2,1,5275.8828,5275.8828,source_3,customer,weekday,non_prime_time,no,,0,,28.90618484,india
cs0002524,technical,3/6/2019,free,lite,4,level_1_2,level_2_10,level_3_49,group_3,1,7,59.6664,1260.395229,source_3,customer,weekday,prime_time,no,,,,244.4437659,ethiopia
cs0002525,technical,10/24/2019,basic,payg,4,level_1_2,level_2_2,level_3_49,group_3,0,6,30.4662,253.7111,source_3,customer,weekday,prime_time,no,,0,,12.35829132,brazil
cs0002526,technical,3/28/2019,free,lite,4,level_1_9,level_2_26,level_3_137,group_9,0,5,62.0664,4148.97,source_3,customer,weekday,prime_time,no,,,,222.6014163,united states of america
cs0002527,non technical,10/15/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,2,36.4332,310.95,source_10,customer,weekday,prime_time,no,,,,386.4620876,unspecified
cs0002528,technical,3/4/2019,basic,payg,2,level_1_6,level_2_11,level_3_137,group_7,1,18,5367.7998,2002.9574,source_5,customer,weekday,prime_time,yes,3762.083118,115499.23,2226,246.1149233,united states of america
cs0002529,technical,8/22/2019,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,0,5,12.8328,295.86996,source_3,customer,weekday,prime_time,no,,,,75.50893947,canada
cs0002530,technical,1/4/2019,basic,payg,4,level_1_3,level_2_19,level_3_137,group_4,1,2,1044.0666,2842.8831,source_1,customer,weekday,prime_time,no,,0,,305.3975159,uruguay
cs0002531,non technical,1/20/2019,basic,payg,1,level_1_7,level_2_20,level_3_23,group_13,8,68,2.5998,117.1553912,source_5,customer,weekend,prime_time,yes,4409.083118,1015202.2,20097.97,289.4316362,saint vincent and the grenadines
cs0002532,non technical,10/3/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,404.1666,404.1666,source_10,customer,weekday,prime_time,no,,,,398.239414,unspecified
cs0002533,technical,2/5/2019,basic,payg,4,level_1_2,level_2_20,level_3_49,group_3,1,3,4662.0498,1566.711,source_1,customer,weekday,prime_time,no,,1619.42,,273.7481409,nigeria
