case_number,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_conversation_last3,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_conversation_last,anger_conversation_last,disgust_conversation_last,fear_conversation_last,joy_conversation_last,sadness_conversation_last
cs000467,0.353516,0.072882,0.04928,0.097377,0.553264,0.477745,0.353516,0.072882,0.04928,0.097377,0.553264,0.477745,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001004,0.297605,0.064061,0.039294,0.030884,0.572901,0.482535,0.345541,0.041072,0.023919,0.01744,0.645789,0.485382,0.972535,0.003857,0.001116,0.000441,0.792328,0.000528
cs0003239,,,,,,,,,,,,,,,,,,
cs0001102,,,,,,,,,,,,,,,,,,
cs000974,0.394593,0.082131,0.059211,0.079347,0.203957,0.538008,0.804991,0.036439,0.013564,0.011945,0.145492,0.08535,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs00027,0,0.134305,0.071514,0.048811,0.04265,0.542989,0,0.134305,0.071514,0.048811,0.04265,0.542989,0,0.134305,0.071514,0.048811,0.04265,0.542989
cs000971,,,,,,,,,,,,,,,,,,
cs0003290,0.557764,0.052311,0.034775,0.046984,0.582413,0.611949,0.66592,0.04807,0.03318,0.034915,0.503182,0.084021,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001187,,,,,,,,,,,,,,,,,,
cs000675,,,,,,,,,,,,,,,,,,
cs0001263,,,,,,,,,,,,,,,,,,
cs0002680,-0.584881,0.082602,0.044654,0.082376,0.143526,0.592666,-0.492911,,,,,,0,,,,,
cs0003205,,,,,,,,,,,,,,,,,,
cs0001252,,,,,,,,,,,,,,,,,,
cs0002116,-0.571156,0.049223,0.037593,0.051811,0.095533,0.13152,-0.571156,0.049223,0.037593,0.051811,0.095533,0.13152,0,0.024901,0.017616,0.018812,0.075536,0.053893
cs0002830,,,,,,,,,,,,,,,,,,
cs000144,0.812497,0.033018,0.055607,0.004611,0.252499,0.004322,0.812497,0.033018,0.055607,0.004611,0.252499,0.004322,0.812497,0.033018,0.055607,0.004611,0.252499,0.004322
cs0001545,,,,,,,,,,,,,,,,,,
cs0002385,,,,,,,,,,,,,,,,,,
cs0001640,,,,,,,,,,,,,,,,,,
cs0002337,-0.737143,0.724521,0.061384,0.089263,0.095086,0.156748,-0.737143,0.724521,0.061384,0.089263,0.095086,0.156748,-0.737143,0.724521,0.061384,0.089263,0.095086,0.156748
cs000746,,,,,,,,,,,,,,,,,,
cs0001301,0.380257,0.081083,0.04887,0.082662,0.490957,0.471759,0.380257,0.081083,0.04887,0.082662,0.490957,0.471759,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs0001159,,,,,,,,,,,,,,,,,,
cs000754,-0.366644,0.063225,0.035862,0.046845,0.145225,0.514662,-0.366644,0.063225,0.035862,0.046845,0.145225,0.514662,-0.356067,0.039651,0.00629,0.003949,0.033035,0.102319
cs0001862,0.554042,0.066849,0.029626,0.041941,0.456772,0.60803,0.554042,0.066849,0.029626,0.041941,0.456772,0.60803,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001092,,,,,,,,,,,,,,,,,,
cs000646,,,,,,,,,,,,,,,,,,
cs000123,0.575216,0.043136,0.034446,0.028378,0.548248,0.522898,0.640056,0.043868,0.008153,0.025923,0.143596,0.229951,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002753,,,,,,,,,,,,,,,,,,
cs000191,0.489002,0.077422,0.055678,0.077888,0.436988,0.485406,0.64997,0.072015,0.032057,0.070296,0.444468,0.474934,0.493407,0.072111,0.094542,0.128458,0.149823,0.281712
cs0002037,0.263459,0.068036,0.035684,0.07167,0.522727,0.496896,0.263459,0.068036,0.035684,0.07167,0.522727,0.496896,0.984132,0.018258,0.00424,0.012277,0.430807,0.08425
cs0001190,,,,,,,,,,,,,,,,,,
cs000349,,,,,,,,,,,,,,,,,,
cs000903,,,,,,,,,,,,,,,,,,
cs0002762,,,,,,,,,,,,,,,,,,
cs00033,,,,,,,,,,,,,,,,,,
cs0002531,-0.433782,0.597888,0.03546,0.091579,0.511807,0.552563,0.632162,0.161412,0.051157,0.099058,0.517532,0.557263,0.946967,0.359968,0.006678,0.030241,0.501042,0.042805
cs00070,0.8967,0.018261,0.005969,0.017909,0.635339,0.02918,0.8967,0.018261,0.005969,0.017909,0.635339,0.02918,0.8967,0.018261,0.005969,0.017909,0.635339,0.02918
cs0002296,0,0.024901,0.017616,0.018812,0.075536,0.053893,0,0.024901,0.017616,0.018812,0.075536,0.053893,0,0.024901,0.017616,0.018812,0.075536,0.053893
cs000399,,,,,,,,,,,,,,,,,,
cs000532,0.650182,0.065044,0.028331,0.050809,0.132287,0.150363,0.545662,0.075825,0.028039,0.064844,0.130751,0.182054,0,0.089391,0.016565,0.012861,0.117302,0.058583
cs000106,,,,,,,,,,,,,,,,,,
cs0002458,,,,,,,,,,,,,,,,,,
cs000269,,,,,,,,,,,,,,,,,,
cs000721,-0.298743,0.120211,0.044771,0.05881,0.53023,0.483225,0.309981,0.142779,0.064889,0.066301,0.638727,0.536139,-0.799275,0.346613,0.107718,0.135093,0.001462,0.601692
cs000952,,,,,,,,,,,,,,,,,,
cs000802,,,,,,,,,,,,,,,,,,
cs0003146,,,,,,,,,,,,,,,,,,
cs000276,,,,,,,,,,,,,,,,,,
cs0001352,,,,,,,,,,,,,,,,,,
cs0002143,,,,,,,,,,,,,,,,,,
cs0001558,,,,,,,,,,,,,,,,,,
cs0001204,,,,,,,,,,,,,,,,,,
cs0002194,,,,,,,,,,,,,,,,,,
cs000904,-0.500443,0.046852,0.064153,0.062256,0.079555,0.577368,-0.582524,0.023801,0.010638,0.032047,0.037458,0.391463,-0.88735,0.035083,0.018155,0.173244,0.14743,0.541955
cs0001570,0.669519,0.039414,0.036114,0.041232,0.670508,0.117776,0.669519,0.039414,0.036114,0.041232,0.670508,0.117776,0,0.031854,0.035603,0.010587,0.192446,0.019415
cs000294,,,,,,,,,,,,,,,,,,
cs0003209,,,,,,,,,,,,,,,,,,
cs0002403,0.770122,0.026208,0.015571,0.012353,0.465699,0.015638,0.770122,0.026208,0.015571,0.012353,0.465699,0.015638,0.770122,0.026208,0.015571,0.012353,0.465699,0.015638
cs000818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cs00050,0,0.058097,0.012931,0.032895,0.080857,0.078489,0,0.058097,0.012931,0.032895,0.080857,0.078489,0,0.058097,0.012931,0.032895,0.080857,0.078489
cs0001122,,,,,,,,,,,,,,,,,,
cs000494,,,,,,,,,,,,,,,,,,
cs0001261,,,,,,,,,,,,,,,,,,
cs0002179,0.904774,0.05332,0.062455,0.026909,0.582301,0.133917,0.904774,0.05332,0.062455,0.026909,0.582301,0.133917,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001214,0.850954,,,,,,0.850954,,,,,,0.865627,,,,,
cs0003362,0,0.016922,0.013199,0.008409,0.135038,0.016317,0,0.016922,0.013199,0.008409,0.135038,0.016317,0.944916,0.062497,0.043335,0.037613,0.185906,0.055197
cs0001698,,,,,,,,,,,,,,,,,,
cs0001494,,,,,,,,,,,,,,,,,,
cs0003289,,,,,,,,,,,,,,,,,,
cs000378,,,,,,,,,,,,,,,,,,
cs0001736,-0.853904,0.185729,0.029189,0.047248,0.009286,0.485725,-0.853904,0.185729,0.029189,0.047248,0.009286,0.485725,0,0.045401,0.042848,0.035934,0.06547,0.100146
cs0001359,0.580669,0.044102,0.032001,0.0567,0.147256,0.462615,0.580669,0.044102,0.032001,0.0567,0.147256,0.462615,0,0.061464,0.087248,0.064282,0.014468,0.105195
cs0001251,,,,,,,,,,,,,,,,,,
cs0001893,,,,,,,,,,,,,,,,,,
cs000770,,,,,,,,,,,,,,,,,,
cs0003048,,,,,,,,,,,,,,,,,,
cs000683,0.333402,0.555926,0.049678,0.044906,0.653943,0.471437,0.333402,0.555926,0.049678,0.044906,0.653943,0.471437,0,0.024074,0.015214,0.021289,0.044688,0.042765
cs0001180,0,0.151922,0.057392,0.047347,0.052135,0.316525,0,0.151922,0.057392,0.047347,0.052135,0.316525,0,0.151922,0.057392,0.047347,0.052135,0.316525
cs0002273,,,,,,,,,,,,,,,,,,
cs0002091,-0.873386,0.127485,0.035164,0.095099,0.012714,0.892707,-0.873386,0.127485,0.035164,0.095099,0.012714,0.892707,-0.873315,0.138714,0.071215,0.092161,0.008638,0.892807
cs0001760,,,,,,,,,,,,,,,,,,
cs0001850,-0.637729,0.067185,0.00687,0.03284,0.018738,0.086858,0.522059,0.032459,0.004875,0.007594,0.04742,0.053665,0.99238,0.023496,0.009465,0.018837,0.569241,0.024649
cs0003184,0.880256,0.043787,0.012318,0.059935,0.680803,0.444312,0.880256,0.043787,0.012318,0.059935,0.680803,0.444312,0,0.045401,0.042848,0.035934,0.06547,0.100146
cs0001876,,,,,,,,,,,,,,,,,,
cs000735,-0.654893,0.449581,0.02703,0.085573,0.649352,0.617346,-0.654893,0.449581,0.02703,0.085573,0.649352,0.617346,-0.854879,0.14381,0.04506,0.11619,0.262414,0.282639
cs000503,,,,,,,,,,,,,,,,,,
cs0002574,0.633032,0.047002,0.043589,0.064981,0.631189,0.542026,0.910981,0.040491,0.046185,0.034458,0.625972,0.582173,0.964793,0.025141,0.015181,0.009337,0.385936,0.034277
cs0002183,,,,,,,,,,,,,,,,,,
cs000710,,,,,,,,,,,,,,,,,,
cs0002206,0.947805,0.004927,0.002539,0.000839,0.612096,0.000223,0.947805,0.004927,0.002539,0.000839,0.612096,0.000223,0.947805,0.004927,0.002539,0.000839,0.612096,0.000223
cs0002328,,,,,,,,,,,,,,,,,,
cs0001983,,,,,,,,,,,,,,,,,,
cs0001114,0.859099,0.004844,0.007265,0.00594,0.205519,0.048143,0.859099,0.004844,0.007265,0.00594,0.205519,0.048143,0.927482,0.001986,0.005776,0.00149,0.820408,0.044174
cs0002818,0.895839,0.024002,0.006631,0.002025,0.249224,0.005601,0.895839,0.024002,0.006631,0.002025,0.249224,0.005601,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001939,,,,,,,,,,,,,,,,,,
cs0001175,,,,,,,,,,,,,,,,,,
cs0001027,0.792959,0.042087,0.03732,0.035783,0.176133,0.098448,0.792959,0.042087,0.03732,0.035783,0.176133,0.098448,0.791567,0.020565,0.005687,0.009569,0.131761,0.02481
cs0003053,0.638872,0.042064,0.023606,0.046604,0.667193,0.076786,0.638872,0.042064,0.023606,0.046604,0.667193,0.076786,0.638872,0.042064,0.023606,0.046604,0.667193,0.076786
cs0002149,0.333701,0.727308,0.067175,0.120856,0.09077,0.155787,0.333701,0.727308,0.067175,0.120856,0.09077,0.155787,0.333701,0.727308,0.067175,0.120856,0.09077,0.155787
cs0001259,0.732415,0.718476,0.01164,0.024742,0.069573,0.455727,0.771138,0.073519,0.001342,0.003406,0.062301,0.001403,0.812245,0.055227,0.003559,0.007931,0.071267,0.006647
cs0002422,,,,,,,,,,,,,,,,,,
cs000539,,,,,,,,,,,,,,,,,,
cs0001272,,,,,,,,,,,,,,,,,,
cs0001609,,,,,,,,,,,,,,,,,,
cs0001751,,,,,,,,,,,,,,,,,,
cs000979,,,,,,,,,,,,,,,,,,
cs0002570,,,,,,,,,,,,,,,,,,
cs000398,,,,,,,,,,,,,,,,,,
cs000747,,,,,,,,,,,,,,,,,,
cs0002615,,,,,,,,,,,,,,,,,,
cs0002933,,,,,,,,,,,,,,,,,,
cs00039,0.908034,0.04638,0.017152,0.070872,0.586097,0.132329,0.908034,0.04638,0.017152,0.070872,0.586097,0.132329,0.788849,0.032093,0.004051,0.031179,0.594271,0.031582
cs0001232,-0.345331,0.155776,0.057526,0.075097,0.666449,0.522944,-0.483678,0.131548,0.020436,0.020607,0.022471,0.406692,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002677,0.482431,0.051458,0.498677,0.027014,0.104747,0.459485,0.482431,0.051458,0.498677,0.027014,0.104747,0.459485,0.482431,0.051458,0.498677,0.027014,0.104747,0.459485
cs0001641,,,,,,,,,,,,,,,,,,
cs000566,,,,,,,,,,,,,,,,,,
cs0002889,,,,,,,,,,,,,,,,,,
cs000951,,,,,,,,,,,,,,,,,,
cs000377,,,,,,,,,,,,,,,,,,
cs0002893,,,,,,,,,,,,,,,,,,
cs0002928,0.933819,0.092572,0.028679,0.041642,0.479766,0.09043,0.933819,0.092572,0.028679,0.041642,0.479766,0.09043,0.933819,0.092572,0.028679,0.041642,0.479766,0.09043
cs000890,,,,,,,,,,,,,,,,,,
cs0003309,,,,,,,,,,,,,,,,,,
cs0001774,,,,,,,,,,,,,,,,,,
cs0002144,,,,,,,,,,,,,,,,,,
cs000839,,,,,,,,,,,,,,,,,,
cs0003325,-0.436499,0.092898,0.040446,0.090278,0.138334,0.592155,-0.436499,0.092898,0.040446,0.090278,0.138334,0.592155,0.60175,0.073384,0.042501,0.079119,0.142785,0.153161
cs0002353,,,,,,,,,,,,,,,,,,
cs0002472,0,0.014681,0.019403,0.022012,0.041818,0.033833,0,0.014681,0.019403,0.022012,0.041818,0.033833,0,0.014681,0.019403,0.022012,0.041818,0.033833
cs0002838,0.958908,0.02042,0.00662,0.020064,0.685335,0.077943,0.958908,0.02042,0.00662,0.020064,0.685335,0.077943,0,0.028386,0.117817,0.107317,0.075937,0.208691
cs0003025,,,,,,,,,,,,,,,,,,
cs0002067,0,0.022757,0.024905,0.033893,0.026079,0.118816,0,0.022757,0.024905,0.033893,0.026079,0.118816,0,0.022757,0.024905,0.033893,0.026079,0.118816
cs0003155,,,,,,,,,,,,,,,,,,
cs000596,,,,,,,,,,,,,,,,,,
cs0002448,,,,,,,,,,,,,,,,,,
cs0001628,0.971309,0.021019,0.014905,0.010904,0.452559,0.008041,0.971309,0.021019,0.014905,0.010904,0.452559,0.008041,0.971309,0.021019,0.014905,0.010904,0.452559,0.008041
cs0001998,,,,,,,,,,,,,,,,,,
cs000778,,,,,,,,,,,,,,,,,,
cs0002856,,,,,,,,,,,,,,,,,,
cs0001863,,,,,,,,,,,,,,,,,,
cs0002010,,,,,,,,,,,,,,,,,,
cs0001867,0.353488,0.06178,0.036589,0.08102,0.606231,0.558437,-0.668617,0.027566,0.004688,0.085098,0.130846,0.475833,0,0.024901,0.017616,0.018812,0.075536,0.053893
cs0003208,,,,,,,,,,,,,,,,,,
cs000781,,,,,,,,,,,,,,,,,,
cs0002297,,,,,,,,,,,,,,,,,,
cs0002979,,,,,,,,,,,,,,,,,,
cs000863,,,,,,,,,,,,,,,,,,
cs0001057,,,,,,,,,,,,,,,,,,
cs0002100,,,,,,,,,,,,,,,,,,
cs0002682,,,,,,,,,,,,,,,,,,
cs0002318,0.893024,0.033986,0.023711,0.028738,0.211602,0.069154,0.893024,0.033986,0.023711,0.028738,0.211602,0.069154,0.893024,0.033986,0.023711,0.028738,0.211602,0.069154
cs000409,0.98031,0.011291,0.00341,0.002397,0.597442,0.012786,0.98031,0.011291,0.00341,0.002397,0.597442,0.012786,0.98031,0.011291,0.00341,0.002397,0.597442,0.012786
cs00054,0,0.061914,0.02913,0.054809,0.017005,0.126747,0,0.061914,0.02913,0.054809,0.017005,0.126747,0,0.061914,0.02913,0.054809,0.017005,0.126747
cs000122,,,,,,,,,,,,,,,,,,
cs0003320,0,,,,,,0,,,,,,0,,,,,
cs0002686,0.65366,0.007503,0.002445,0.012764,0.135052,0.129293,0.916049,0.022996,0.013799,0.013663,0.514472,0.073095,0.985488,0.015052,0.005953,0.003894,0.438056,0.015454
cs0001632,-0.808084,0.112426,0.025813,0.014153,0.064073,0.626846,-0.808084,0.112426,0.025813,0.014153,0.064073,0.626846,-0.861297,0.052068,0.029049,0.009242,0.10269,0.273418
cs00010,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs0002694,,,,,,,,,,,,,,,,,,
cs0001235,,,,,,,,,,,,,,,,,,
cs0002319,0,0.121039,0.06508,0.057268,0.091556,0.187389,0,0.118036,0.03786,0.017953,0.044703,0.104543,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001304,,,,,,,,,,,,,,,,,,
cs0001527,,,,,,,,,,,,,,,,,,
cs0003379,,,,,,,,,,,,,,,,,,
cs0003174,,,,,,,,,,,,,,,,,,
cs0002187,-0.270989,0.069432,0.061827,0.080332,0.504797,0.55288,0.283336,0.060236,0.066088,0.066111,0.518624,0.656245,0,0.045401,0.042848,0.035934,0.06547,0.100146
cs0003293,,,,,,,,,,,,,,,,,,
cs0001677,-0.530633,0.08124,0.041406,0.059339,0.485743,0.651633,-0.895403,0.020923,0.016406,0.038301,0.024412,0.265672,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001915,0.63747,0.05274,0.043813,0.049885,0.649847,0.137618,0.537998,0.049167,0.035344,0.069659,0.670324,0.18555,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001119,,,,,,,,,,,,,,,,,,
cs000832,,,,,,,,,,,,,,,,,,
cs0003032,-0.606381,0.09116,0.060996,0.049284,0.095933,0.484978,-0.657784,0.079334,0.054179,0.050109,0.081536,0.144563,-0.567748,0.052091,0.042225,0.051649,0.094626,0.524091
cs0002541,0,0.233107,0.056237,0.080865,0.038799,0.051446,0,0.233107,0.056237,0.080865,0.038799,0.051446,0,0.233107,0.056237,0.080865,0.038799,0.051446
cs0003147,,,,,,,,,,,,,,,,,,
cs0002599,,,,,,,,,,,,,,,,,,
cs0001083,,,,,,,,,,,,,,,,,,
cs0001800,,,,,,,,,,,,,,,,,,
cs000264,,,,,,,,,,,,,,,,,,
cs0002731,,,,,,,,,,,,,,,,,,
cs0002633,,,,,,,,,,,,,,,,,,
cs000548,,,,,,,,,,,,,,,,,,
cs000340,,,,,,,,,,,,,,,,,,
cs0002466,,,,,,,,,,,,,,,,,,
cs000841,,,,,,,,,,,,,,,,,,
cs0003203,,,,,,,,,,,,,,,,,,
cs0001335,,,,,,,,,,,,,,,,,,
cs0001150,,,,,,,,,,,,,,,,,,
cs0002880,-0.278498,0.728128,0.059342,0.100012,0.07551,0.172814,-0.278498,0.728128,0.059342,0.100012,0.07551,0.172814,-0.278498,0.728128,0.059342,0.100012,0.07551,0.172814
cs000756,-0.815217,0.131067,0.041391,0.071781,0.00717,0.736843,-0.815217,0.131067,0.041391,0.071781,0.00717,0.736843,-0.815217,0.131067,0.041391,0.071781,0.00717,0.736843
cs0002530,0.989443,0.01948,0.012027,0.030695,0.49405,0.032526,0.989443,0.01948,0.012027,0.030695,0.49405,0.032526,0,0.028386,0.117817,0.107317,0.075937,0.208691
cs000222,,,,,,,,,,,,,,,,,,
cs000319,,,,,,,,,,,,,,,,,,
cs0002569,,,,,,,,,,,,,,,,,,
cs000583,-0.28484,0.730177,0.050365,0.131357,0.163006,0.557746,-0.28484,0.730177,0.050365,0.131357,0.163006,0.557746,-0.555474,0.035744,0.041885,0.193055,0.136432,0.672168
cs0001735,0.498275,0.749879,0.028151,0.019202,0.152044,0.123538,0.498275,0.749879,0.028151,0.019202,0.152044,0.123538,0.505309,0.070186,0.01038,0.000646,0.074522,0.069093
cs0003269,,,,,,,,,,,,,,,,,,
cs000368,,,,,,,,,,,,,,,,,,
cs000682,-0.31671,0.14239,0.049762,0.100006,0.537363,0.197627,0.570379,0.076654,0.04411,0.110722,0.602744,0.128191,0.997464,0.018598,0.008539,0.022823,0.850561,0.035903
cs0003224,,,,,,,,,,,,,,,,,,
cs000434,0.96466,0.054998,0.001635,0.004901,0.582361,0.011122,0.96466,0.054998,0.001635,0.004901,0.582361,0.011122,0.96466,0.054998,0.001635,0.004901,0.582361,0.011122
cs0001910,-0.800407,0.129396,0.033963,0.141414,0.02911,0.485421,-0.800407,0.129396,0.033963,0.141414,0.02911,0.485421,0,0.064026,0.03304,0.141902,0.139891,0.41448
cs000401,,,,,,,,,,,,,,,,,,
cs0003173,0.975168,0.046606,0.015814,0.034044,0.223934,0.065936,0.975168,0.046606,0.015814,0.034044,0.223934,0.065936,0.975168,0.046606,0.015814,0.034044,0.223934,0.065936
cs0001963,0.455075,0.72301,0.033871,0.03781,0.497468,0.54064,0.455075,0.72301,0.033871,0.03781,0.497468,0.54064,0,0.108342,0.010097,0.012958,0.332008,0.021711
cs0001310,,,,,,,,,,,,,,,,,,
cs0002378,,,,,,,,,,,,,,,,,,
cs0002545,0,0.051669,0.031573,0.012604,0.032539,0.063541,0,0.051669,0.031573,0.012604,0.032539,0.063541,0.902932,0.013947,0.019076,0.00533,0.034839,0.007914
cs0003009,0.772546,0.051669,0.029087,0.059401,0.522892,0.197616,0.807297,0.026252,0.006465,0.038517,0.118489,0.434124,0.987728,0.028835,0.015229,0.030737,0.631713,0.029628
cs0002643,0.985464,0.098613,0.035731,0.04572,0.66763,0.449281,0.985464,0.098613,0.035731,0.04572,0.66763,0.449281,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001462,,,,,,,,,,,,,,,,,,
cs0001571,0.352887,0.727743,0.066418,0.066165,0.55038,0.513642,0.352887,0.727743,0.066418,0.066165,0.55038,0.513642,0.352887,0.727743,0.066418,0.066165,0.55038,0.513642
cs0002142,,,,,,,,,,,,,,,,,,
cs0002837,0.293955,0.724764,0.057487,0.099272,0.077624,0.145135,0.293955,0.724764,0.057487,0.099272,0.077624,0.145135,0.293955,0.724764,0.057487,0.099272,0.077624,0.145135
cs000994,,,,,,,,,,,,,,,,,,
cs000504,,,,,,,,,,,,,,,,,,
cs0003185,-0.586194,0.210798,0.043511,0.069415,0.019854,0.182073,-0.586194,0.210798,0.043511,0.069415,0.019854,0.182073,-0.586194,0.210798,0.043511,0.069415,0.019854,0.182073
cs0001968,,,,,,,,,,,,,,,,,,
cs0002685,,,,,,,,,,,,,,,,,,
cs0002241,,,,,,,,,,,,,,,,,,
cs0002902,-0.398475,0.599973,0.03982,0.043922,0.641684,0.591227,-0.398475,0.599973,0.03982,0.043922,0.641684,0.591227,0.975067,0.064314,0.018906,0.017712,0.124032,0.237726
cs0002476,0.756223,0.003792,0.002066,0.004768,0.181946,0.021115,0.756223,0.003792,0.002066,0.004768,0.181946,0.021115,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002166,,,,,,,,,,,,,,,,,,
cs0002239,,,,,,,,,,,,,,,,,,
cs0001732,,,,,,,,,,,,,,,,,,
cs0002759,0.967203,0.029126,0.009828,0.023322,0.092687,0.018376,0.967203,0.029126,0.009828,0.023322,0.092687,0.018376,0.967203,0.029126,0.009828,0.023322,0.092687,0.018376
cs0003255,,,,,,,,,,,,,,,,,,
cs000166,,,,,,,,,,,,,,,,,,
cs0001026,,,,,,,,,,,,,,,,,,
cs0002558,,,,,,,,,,,,,,,,,,
cs000451,,,,,,,,,,,,,,,,,,
cs000104,,,,,,,,,,,,,,,,,,
cs0001353,-0.950164,0.105837,0.039611,0.076538,0.008661,0.209003,-0.950164,0.105837,0.039611,0.076538,0.008661,0.209003,-0.909385,0.103912,0.038468,0.065522,0.006913,0.208691
cs000178,,,,,,,,,,,,,,,,,,
cs000865,,,,,,,,,,,,,,,,,,
cs0001899,,,,,,,,,,,,,,,,,,
cs0002175,-0.46907,0.094185,0.024184,0.114976,0.481087,0.568449,-0.46907,0.094185,0.024184,0.114976,0.481087,0.568449,-0.293085,0.021522,0.001629,0.044152,0.136364,0.23053
cs0002739,,,,,,,,,,,,,,,,,,
cs000759,,,,,,,,,,,,,,,,,,
cs0001789,0.931213,0.018572,0.004656,0.007648,0.292762,0.026638,0.931213,0.018572,0.004656,0.007648,0.292762,0.026638,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000422,,,,,,,,,,,,,,,,,,
cs0002999,,,,,,,,,,,,,,,,,,
cs0001189,,,,,,,,,,,,,,,,,,
cs0003031,,,,,,,,,,,,,,,,,,
cs0002552,,,,,,,,,,,,,,,,,,
cs000738,,,,,,,,,,,,,,,,,,
cs0003117,,,,,,,,,,,,,,,,,,
cs0001791,0.603522,0.050117,0.007803,0.076442,0.253252,0.058927,0.603522,0.050117,0.007803,0.076442,0.253252,0.058927,0.603522,0.050117,0.007803,0.076442,0.253252,0.058927
cs000164,0.409751,0.075603,0.03853,0.09058,0.513538,0.438226,0.483934,0.094966,0.0245,0.023186,0.583235,0.171871,0,,,,,
cs0002052,,,,,,,,,,,,,,,,,,
cs0002637,,,,,,,,,,,,,,,,,,
cs0002235,,,,,,,,,,,,,,,,,,
cs0001087,0.345744,0.065105,0.042469,0.06225,0.431722,0.477933,0.334709,0.014641,0.003629,0.005201,0.106008,0.026731,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002810,,,,,,,,,,,,,,,,,,
cs0001945,0.459122,0.085303,0.042985,0.054453,0.519689,0.185847,0.459122,0.085303,0.042985,0.054453,0.519689,0.185847,0.459122,0.085303,0.042985,0.054453,0.519689,0.185847
cs0001010,0.937881,0.003943,0.001133,0.000431,0.795299,0.000519,0.937881,0.003943,0.001133,0.000431,0.795299,0.000519,0.937881,0.003943,0.001133,0.000431,0.795299,0.000519
cs0002779,,,,,,,,,,,,,,,,,,
cs0003078,,,,,,,,,,,,,,,,,,
cs0001616,,,,,,,,,,,,,,,,,,
cs0002521,0.827534,0.064278,0.049499,0.048981,0.525678,0.699781,0.827534,0.064278,0.049499,0.048981,0.525678,0.699781,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002400,,,,,,,,,,,,,,,,,,
cs0002026,,,,,,,,,,,,,,,,,,
cs000203,,,,,,,,,,,,,,,,,,
cs0001406,,,,,,,,,,,,,,,,,,
cs0003019,0.447306,0.172763,0.045828,0.064053,0.162129,0.569787,0.646598,0.180771,0.046889,0.051131,0.125916,0.452322,0.948732,0.463546,0.018,0.026137,0.213149,0.213952
cs0001131,0.80865,0.046779,0.037109,0.022224,0.589781,0.517522,0.80865,0.046779,0.037109,0.022224,0.589781,0.517522,0.990626,0.028521,0.018166,0.025173,0.647177,0.01537
cs0002393,-0.545158,0.061302,0.404389,0.076902,0.087574,0.58335,-0.476035,0.077948,0.416839,0.075005,0.102174,0.634196,0,0.080281,0.062341,0.049703,0.241771,0.505131
cs0001549,,,,,,,,,,,,,,,,,,
cs000297,,,,,,,,,,,,,,,,,,
cs0001380,,,,,,,,,,,,,,,,,,
cs000940,,,,,,,,,,,,,,,,,,
cs000565,,,,,,,,,,,,,,,,,,
cs0002409,,,,,,,,,,,,,,,,,,
cs0002790,,,,,,,,,,,,,,,,,,
cs0002663,,,,,,,,,,,,,,,,,,
cs0002016,,,,,,,,,,,,,,,,,,
cs000375,,,,,,,,,,,,,,,,,,
cs0001844,,,,,,,,,,,,,,,,,,
cs0001481,,,,,,,,,,,,,,,,,,
cs000275,0.40371,0.42034,0.035982,0.098289,0.556934,0.55655,0.890923,0.040061,0.028566,0.032025,0.604195,0.137292,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002094,,,,,,,,,,,,,,,,,,
cs000367,,,,,,,,,,,,,,,,,,
cs0001860,,,,,,,,,,,,,,,,,,
cs000252,-0.480216,0.08994,0.042153,0.079727,0.128197,0.468386,-0.484555,0.109353,0.037396,0.069986,0.084281,0.518482,-0.972878,0.115576,0.017525,0.061852,0.086148,0.257743
cs0002347,,,,,,,,,,,,,,,,,,
cs0001796,,,,,,,,,,,,,,,,,,
cs000823,,,,,,,,,,,,,,,,,,
cs0001291,,,,,,,,,,,,,,,,,,
cs0002487,,,,,,,,,,,,,,,,,,
cs000546,,,,,,,,,,,,,,,,,,
